FOI Number,FOI Date (Machine),FOI Date (Human),FOI Title,FOI URL,PDF INDEX,PDF COUNT,PDF URL,Processed
FOI 25-0466 LD–2025,2025-07-21T12:00:00Z,21 July 2025,FOI 25-0466 LD – Costing for CDM Framework changes 2023/24 budget,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0466-ld-costing-for-cdm-framework-changes-202324-budget,4,5,https://www.health.gov.au/sites/default/files/2025-10/foi-25-0466-ld-costing-for-cdm-framework-changes-2023-24-budget_2.pdf,Downloaded
FOI 25-0466 LD–2025,2025-07-21T12:00:00Z,21 July 2025,FOI 25-0466 LD – Costing for CDM Framework changes 2023/24 budget,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0466-ld-costing-for-cdm-framework-changes-202324-budget,5,5,https://www.health.gov.au/sites/default/files/2025-10/foi-25-0466-ld-costing-for-cdm-framework-changes-2023-24-budget_3.pdf,Downloaded
FOI 25-0429 LD–2025,2025-07-16T12:00:00Z,16 July 2025,FOI 25-0429 LD – release of documents [Senate Estimates Hot Issues Brief Indexes],https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0429-ld-release-of-documents-senate-estimates-hot-issues-brief-indexes,1,1,https://www.health.gov.au/sites/default/files/2025-08/foi-25-0429-ld-release-of-documents-senate-estimates-hot-issues-brief-indexes.pdf,Downloaded
FOI 26-0433 LD–2025,2025-07-16T12:00:00Z,16 July 2025,FOI 25-0433 LD – email referred to in FOI 0433,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0433-ld-email-referred-to-in-foi-0433,1,1,https://www.health.gov.au/sites/default/files/2025-10/foi-25-0433-ld-email-referred-to-in-foi-0433.pdf,Downloaded
FOI 25-0422 LD–2025,2025-07-14T12:00:00Z,14 July 2025,FOI 25-0422 LD – Legal services procurement,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0422-ld-legal-services-procurement,1,1,https://www.health.gov.au/sites/default/files/2025-07/foi-25-0422-ld-legal-services-procurement.pdf,Downloaded
FOI 25-0386 LD–2025,2025-07-14T12:00:00Z,14 July 2025,FOI 25-0386 LD – Future Fit Transition Project,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0386-ld-future-fit-transition-project,1,1,https://www.health.gov.au/sites/default/files/2025-10/foi-25-0386-ld-future-fit-transition-project.pdf,Downloaded
FOI 25-0486 LD–2025,2025-07-10T12:00:00Z,10 July 2025,FOI 25-0486 LD – 2025 Incoming Government Brief,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0486-ld-2025-incoming-government-brief,1,1,https://www.health.gov.au/sites/default/files/2025-07/foi-25-0486-ld-2025-incoming-government-brief.pdf,Downloaded
FOI 25-0487 LD-2025,2025-07-10T12:00:00Z,10 July 2025,FOI 25-0487 LD – 2025 Incoming Government Brief,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0487-ld-2025-incoming-government-brief,1,1,https://www.health.gov.au/sites/default/files/2025-07/foi-25-0487-ld-2025-incoming-government-brief.pdf,Downloaded
FOI 25-0484 LD-2025,2025-07-10T12:00:00Z,10 July 2025,FOI 25-0484 LD – Incoming Government Brief 2025,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0484-ld-incoming-government-brief-2025,1,1,https://www.health.gov.au/sites/default/files/2025-07/foi-25-0484-ld-incoming-government-brief-2025.pdf,Downloaded
FOI 25-0475 LD,2025-07-07T12:00:00Z,7 July 2025,FOI 25-0475 LD – Salary packaging of devices,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0475-ld-salary-packaging-of-devices,1,1,https://www.health.gov.au/sites/default/files/2026-01/foi-25-0475-ld-salary-packaging-of-devices.pdf,Downloaded
FOI 25-0460 LD–2025,2025-07-07T12:00:00Z,7 July 2025,FOI 25-0460 LD – Documents related to 78th World Health Assembly,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0460-ld-documents-related-to-78th-world-health-assembly,0,0,No URL,No PDF
FOI 25-0460 LD–2026,2025-07-07T12:00:00Z,7 July 2025,FOI 25-0460 LD – Travel expenses,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0460-ld-travel-expenses,1,1,https://www.health.gov.au/sites/default/files/2026-02/foi-25-0460-ld-travel-expenses.pdf,Downloaded
FOI 25-0471 LD–2025,2025-07-04T12:00:00Z,4 July 2025,FOI 25-0471 LD – Aged Care Home Survey,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0471-ld-aged-care-home-survey,1,1,https://www.health.gov.au/sites/default/files/2025-07/foi-25-0471-ld-aged-care-home-survey.pdf,Downloaded
FOI 25-0374 LD–2025,2025-07-02T12:00:00Z,2 July 2025,FOI 25-0374 LD – Future Fit Feasibility Study,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0374-ld-future-fit-feasibility-study,1,1,https://www.health.gov.au/sites/default/files/2025-10/foi-25-0374-ld-future-fit-feasibility-study.pdf,Downloaded
FOI 25-0402 LD–2025,2025-07-02T12:00:00Z,2 July 2025,FOI 25-0402 LD – PBS Reference Pricing Policy,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0402-ld-pbs-reference-pricing-policy,1,1,https://www.health.gov.au/sites/default/files/2025-07/foi-25-0402-ld-pbs-reference-pricing-policy.pdf,Downloaded
FOI 25-0346 LD,2025-07-01T12:00:00Z,1 July 2025,FOI 25-0346 LD - West NSW Primary Health Network Reports,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0346-ld-west-nsw-primary-health-network-reports,1,1,https://www.health.gov.au/sites/default/files/2025-07/foi-25-0346-ld---west-nsw-primary-health-network-reports_0.pdf,Downloaded
FOI 25-0401 LD–2025,2025-06-30T12:00:00Z,30 June 2025,FOI 25-0401 LD – Evaluation of Assistive Technology Loans Scheme Trial in NSW 2025. Evaluation report inc FAS Correction Letter Correspondence,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0401-ld-evaluation-of-assistive-technology-loans-scheme-trial-in-nsw-2025-evaluation-report-inc-fas-correction-letter-correspondence,1,1,https://www.health.gov.au/sites/default/files/2025-07/foi-25-0401-ld-evaluation-of-assistive-technology-loans-scheme-trial-in-nsw-2025-evaluation-report-inc-fas-correction-letter-correspondence.pdf,Downloaded
FOI 25-0413 LD/FOI 25-0418 LD/FOI 25-0423 LD,2025-06-26T12:00:00Z,26 June 2025,"FOI 25-0413 LD, FOI 25-0418 LD, FOI 25-0423 LD – Incoming Government Brief",https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0413-foi-25-0418foi-25-0423-ld-incoming-government-brief-2025,1,1,https://www.health.gov.au/sites/default/files/2025-07/foi-25-0413-ld-foi-25-0418-ld-foi-25-0423-ld-incoming-government-brief.pdf,Downloaded
FOI 25-0461 LD,2025-06-25T12:00:00Z,25 June 2025,FOI 25-0461 LD – Commonwealth Home Support Programme (CHSP) meals service,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0461-ld-commonwealth-home-support-programme-chsp-meals-service,1,1,https://www.health.gov.au/sites/default/files/2025-08/foi-25-0461-ld-commonwealth-home-support-programme-chsp-meals-service.pdf,Downloaded
FOI 25-0506 LD MO–2026,2025-06-20T12:00:00Z,20 June 2025,FOI 25-0506 LD MO – NDIS Independent Pricing and Comms,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0506-ld-mo-ndis-independent-pricing-and-comms,1,1,https://www.health.gov.au/sites/default/files/2026-02/foi-25-0506-ld-mo-ndis-independent-pricing-and-comms.pdf,Downloaded
FOI 25-0446 LD–2025,2025-06-19T12:00:00Z,19 June 2025,FOI 25-0446 LD – Data held by Office of Drug Control,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0446-ld-data-held-by-office-of-drug-control,1,1,https://www.health.gov.au/sites/default/files/2025-06/foi-25-0446-ld-data-held-by-office-of-drug-control.pdf,Downloaded
FOI 25-0435 LD,2025-06-18T12:00:00Z,18 June 2025,FOI 25-0435 LD - Documents related to expenditure of assistive technologies,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0435-ld-documents-related-to-expenditure-of-assistive-technologies-0,1,1,https://www.health.gov.au/sites/default/files/2025-08/foi-25-0435-ld---documents-related-to-expenditure-of-assistive-technologies.pdf,Downloaded
FOI 25-0231 LD IR,2025-06-16T12:00:00Z,16 June 2025,FOI 25-0231 LD IR - Correspondance with DoHAC and various external parties,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0231-ld-ir-correspondance-with-dohac-and-various-external-parties,1,1,https://www.health.gov.au/sites/default/files/2025-06/foi-25-0231-ld-ir---correspondance-with-dohac-and-various-external-parties_0.pdf,Downloaded
FOI 25-0431 LD–2025,2025-06-16T12:00:00Z,16 June 2025,FOI 25-0431 LD – Indigenous Liaison Officer Role,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0431-ld-indigenous-liaison-officer-role,1,1,https://www.health.gov.au/sites/default/files/2025-06/foi-25-0431-ld-indigenous-liaison-officer-role.pdf,Downloaded
FOI 25-0348 LD–2025,2025-06-11T12:00:00Z,11 June 2025,FOI 25-0348 LD – Senate Estimates Brief – Future Fit,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0348-ld-senate-estimates-brief-future-fit,1,1,https://www.health.gov.au/sites/default/files/2025-06/foi-25-0348-ld-senate-estimates-brief-future-fit.pdf,Downloaded
FOI 25-0368 LD–2025,2025-06-10T12:00:00Z,10 June 2025,FOI 25-0368 LD – NHMRC Correspondence Relating to Gender Dysphoria,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0368-ld-nhmrc-correspondence-relating-to-gender-dysphoria,1,1,https://www.health.gov.au/sites/default/files/2025-10/foi-25-0368-ld-nhmrc-correspondence-relating-to-gender-dysphoria.pdf,Downloaded
FOI 25-0294 LD–2025,2025-06-05T12:00:00Z,5 June 2025,FOI 25-0294 LD – AHPPC Documents,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0294-ld-ahppc-documents,1,1,https://www.health.gov.au/sites/default/files/2025-06/foi-25-0294-ld-ahppc-documents.pdf,Downloaded
FOI 25-0406 LD,2025-06-03T12:00:00Z,3 June 2025,FOI 25-0406 LD – Documents regarding specified meetings between 1 November 2023 and 31 March 2025,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0406-ld-documents-regarding-specified-meetings-between-1-november-2023-and-31-march-2025,1,1,https://www.health.gov.au/sites/default/files/2025-07/foi-25-0406-ld-documents-regarding-specified-meetings-between-1-november-2023-and-31-march-2025.pdf,Downloaded
FOI 25-0351 LD–2025,2025-06-03T12:00:00Z,3 June 2025,FOI 25-0351 LD – 60 day period of text messages,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0351-ld-60-day-period-of-text-messages,1,1,https://www.health.gov.au/sites/default/files/2025-08/foi-25-0351-ld-60-day-period-of-text-messages.pdf,Downloaded
FOI 25-0271 LD,2025-05-26T12:00:00Z,26 May 2025,FOI 25-0271 LD – Bulk Billing Modelling,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0271-ld-bulk-billing-modelling,1,1,https://www.health.gov.au/sites/default/files/2025-06/foi-25-0271-ld-bulk-billing-modelling.pdf,Downloaded
FOI 25-0335 LD,2025-05-26T12:00:00Z,26 May 2025,FOI 25-0335 LD - Documents related to FOI 25-0211,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0335-ld-documents-related-to-foi-25-0211,1,1,https://www.health.gov.au/sites/default/files/2025-06/foi-25-0335-ld---documents-related-to-foi-25-0211.pdf,Downloaded
FOI 25-0366 LD,2025-05-23T12:00:00Z,23 May 2025,FOI 25-0366 LD – List of CHSP providers,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0366-ld-list-of-chsp-providers,1,1,https://www.health.gov.au/sites/default/files/2025-05/foi-25-0366-ld-list-of-chsp-providers.pdf,Downloaded
FOI 25-0299 LD,2025-05-23T12:00:00Z,23 May 2025,FOI 25-0299 LD – Baby Formula Products at WHA 2025,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0299-ld-baby-formula-products-at-wha-2025,1,1,https://www.health.gov.au/sites/default/files/2025-05/foi-25-0299-ld-baby-formula-products-at-wha-2025.pdf,Downloaded
FOI 25-0302 LD,2025-05-23T12:00:00Z,23 May 2025,FOI 25-0302 LD – National Aboriginal and Torres Strait Islander Health Collaboration,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0302-ld-national-aboriginal-and-torres-strait-islander-health-collaboration,1,1,https://www.health.gov.au/sites/default/files/2025-05/foi-25-0302-ld-national-aboriginal-and-torres-strait-islander-health-collaboration.pdf,Downloaded
FOI 25-0286 LD,2025-05-19T12:00:00Z,19 May 2025,FOI 25-0286 LD – Correspondence Relating to Senator Ciccone,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0286-ld-correspondence-relating-to-senator-ciccone,1,1,https://www.health.gov.au/sites/default/files/2025-05/foi-25-0286-ld-correspondence-relating-to-senator-ciccone.pdf,Downloaded
FOI 25-0267 LD IR,2025-05-19T12:00:00Z,19 May 2025,FOI 25-0267 LD IR – Meals Feasibility Study,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0267-ld-ir-meals-feasibility-study,1,1,https://www.health.gov.au/sites/default/files/2025-05/foi-25-0267-ld-ir-meals-feasibility-study.pdf,Downloaded
FOI 25-0349 LD,2025-05-19T12:00:00Z,19 May 2025,FOI 25-0349 LD – Senate Estimate Questions on Notice,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0349-ld-senate-estimate-questions-on-notice,1,1,https://www.health.gov.au/sites/default/files/2025-05/foi-25-0349-ld-senate-estimate-questions-on-notice.pdf,Downloaded
FOI 25-0225 LD IR,2025-05-18T12:00:00Z,18 May 2025,FOI 25-0225 LD IR – Service Led Future,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0225-ld-ir-service-led-future,1,1,https://www.health.gov.au/sites/default/files/2025-06/foi-25-0225-ld-ir-service-led-future.pdf,Downloaded
FOI 25-0367 LD,2025-05-13T12:00:00Z,13 May 2025,FOI 25-0367 LD – COVID-19 Aged Care Vaccination Rates,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0367-ld-covid-19-aged-care-vaccination-rates,1,5,https://www.health.gov.au/sites/default/files/2025-05/foi-25-0367-ld-covid-19-aged-care-vaccination-rates_0.pdf,Downloaded
FOI 25-0367 LD,2025-05-13T12:00:00Z,13 May 2025,FOI 25-0367 LD – COVID-19 Aged Care Vaccination Rates,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0367-ld-covid-19-aged-care-vaccination-rates,2,5,https://www.health.gov.au/sites/default/files/2025-05/foi_25-0367_ld_-_covid-19_aged_care_vaccination_rates_part_2.pdf,Downloaded
FOI 25-0367 LD,2025-05-13T12:00:00Z,13 May 2025,FOI 25-0367 LD – COVID-19 Aged Care Vaccination Rates,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0367-ld-covid-19-aged-care-vaccination-rates,3,5,https://www.health.gov.au/sites/default/files/2025-05/foi_25-0367_ld_-_covid-19_aged_care_vaccination_rates_part_3.pdf,Downloaded
FOI 25-0367 LD,2025-05-13T12:00:00Z,13 May 2025,FOI 25-0367 LD – COVID-19 Aged Care Vaccination Rates,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0367-ld-covid-19-aged-care-vaccination-rates,4,5,https://www.health.gov.au/sites/default/files/2025-05/foi_25-0367_ld_-_covid-19_aged_care_vaccination_rates_part_4.pdf,Downloaded
FOI 25-0367 LD,2025-05-13T12:00:00Z,13 May 2025,FOI 25-0367 LD – COVID-19 Aged Care Vaccination Rates,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0367-ld-covid-19-aged-care-vaccination-rates,5,5,https://www.health.gov.au/sites/default/files/2025-05/foi_25-0367_ld_-_covid-19_aged_care_vaccination_rates_part_5.pdf,Downloaded
FOI 25-0322 LD MO,2025-05-13T12:00:00Z,13 May 2025,FOI 25-0322 LD MO – Correspondence with the Saturday Paper,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0322-ld-mo-correspondence-with-the-saturday-paper,1,1,https://www.health.gov.au/sites/default/files/2025-05/foi-25-0322-ld-mo-correspondence-with-the-saturday-paper.pdf,Downloaded
FOI 25-0323 LD MO,2025-05-13T12:00:00Z,13 May 2025,FOI 25-0323 LD MO – Correspondence with Maggie Beer foundation,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0323-ld-mo-correspondence-with-maggie-beer-foundation,1,1,https://www.health.gov.au/sites/default/files/2025-05/foi-25-0323-ld-mo-correspondence-with-maggie-beer-foundation.pdf,Downloaded
FOI 25-0311 LD MO,2025-05-13T12:00:00Z,13 May 2025,FOI 25-0311 LD MO – Future Fit program correspondence for The Saturday Paper,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0311-ld-mo-future-fit-program-correspondence-for-the-saturday-paper,1,1,https://www.health.gov.au/sites/default/files/2025-05/foi-25-0311-ld-mo-future-fit-program-correspondence-for-the-saturday-paper.pdf,Downloaded
FOI 25-0275 LD,2025-05-13T12:00:00Z,13 May 2025,FOI 25-0275 LD – Strengthening Medicare Reviews,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0275-ld-strengthening-medicare-reviews,1,1,https://www.health.gov.au/sites/default/files/2025-05/foi-25-0275-ld-strengthening-medicare-reviews.pdf,Downloaded
FOI 25-0281 LD,2025-05-12T12:00:00Z,12 May 2025,FOI 25-0281 LD – Correspondence regarding MRI services at Sandringham hospital,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0281-ld-correspondence-regarding-mri-services-at-sandringham-hospital,1,1,https://www.health.gov.au/sites/default/files/2025-05/foi-25-0281-ld-correspondence-regarding-mri-services-at-sandringham-hospital.pdf,Downloaded
FOI 25-0191 LD,2025-05-12T12:00:00Z,12 May 2025,FOI 25-0191 LD – Documents related to MSAC 1686,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0191-ld-documents-related-to-msac-1686,1,1,https://www.health.gov.au/sites/default/files/2025-05/foi-25-0191-ld-documents-related-to-msac-1686.pdf,Downloaded
FOI 25-0310 LD MO,2025-05-12T12:00:00Z,12 May 2025,FOI 25-0310 LD MO – Correspondence with Maggie Beer foundation,https://www.health.gov.au/resources/foi-disclosure-log/foi-25-0310-ld-mo-correspondence-with-maggie-beer-foundation,1,1,https://www.health.gov.au/sites/default/files/2025-05/foi-25-0310-ld-mo-correspondence-with-maggie-beer-foundation.pdf,Downloaded
